Progetto;#Training Release;%Training;%Buggy in training;%Buggy in test;Classifier;Feature selection;Sensitivity;Balancing;TP;FP;TN;FN;Precision;Recall;Area Under ROC;Kappa
SYNCOPE;14;0.93;0.22;0.70;IBk;no feature selection;sensitive learning;Smote;470.00;34.00;193.00;64.00;0.93;0.88;0.84;0.70
SYNCOPE;15;0.94;0.29;0.04;IBk;no feature selection;sensitive learning;Smote;32.00;522.00;207.00;0.00;0.06;1.00;0.64;0.03
SYNCOPE;16;0.95;0.28;0.03;IBk;no feature selection;sensitive learning;Smote;0.00;3.00;542.00;15.00;0.00;0.00;0.00;0.00
SYNCOPE;17;0.94;0.27;0.72;IBk;no feature selection;sensitive learning;Smote;2.00;0.00;214.00;547.00;1.00;0.00;0.55;0.00
SYNCOPE;18;0.95;0.32;0.62;IBk;no feature selection;sensitive learning;Smote;40.00;58.00;235.00;430.00;0.41;0.09;0.56;-0.09
SYNCOPE;19;0.94;0.36;0.81;IBk;no feature selection;sensitive learning;Smote;664.00;3.00;166.00;40.00;1.00;0.94;0.98;0.85
SYNCOPE;20;0.95;0.41;0.82;IBk;no feature selection;sensitive learning;Smote;701.00;13.00;152.00;27.00;0.98;0.96;0.94;0.86
SYNCOPE;21;0.95;0.45;0.13;IBk;no feature selection;sensitive learning;Smote;92.00;646.00;134.00;27.00;0.12;0.77;0.43;-0.02
SYNCOPE;22;0.96;0.44;0.99;IBk;no feature selection;sensitive learning;Smote;669.00;13.00;0.00;220.00;0.98;0.75;0.38;-0.03
SYNCOPE;23;0.96;0.49;0.99;IBk;no feature selection;sensitive learning;Smote;890.00;0.00;5.00;9.00;1.00;0.99;1.00;0.52
SYNCOPE;24;0.96;0.53;1.00;IBk;no feature selection;sensitive learning;Smote;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.96;0.56;0.03;IBk;no feature selection;sensitive learning;Smote;23.00;889.00;0.00;0.00;0.03;1.00;0.46;0.00
SYNCOPE;26;0.95;0.55;0.01;IBk;no feature selection;sensitive learning;Smote;4.00;468.00;957.00;9.00;0.01;0.31;0.49;-0.00
SYNCOPE;27;0.94;0.52;0.01;IBk;no feature selection;sensitive learning;Smote;0.00;80.00;1489.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.94;0.49;0.01;IBk;no feature selection;sensitive learning;Smote;0.00;1.00;1656.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.95;0.46;0.07;IBk;no feature selection;sensitive learning;Smote;4.00;17.00;1576.00;114.00;0.19;0.03;0.57;0.04
SYNCOPE;30;0.95;0.44;0.01;IBk;no feature selection;sensitive learning;Smote;12.00;465.00;1272.00;2.00;0.03;0.86;0.81;0.03
MEAN;;;;;;;;;159.10;110.77;524.27;78.80;0.45;0.39;0.55;0.20
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.50;0.00;0.00;IBk;Best First;no sensitive;no resample;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.00;0.00;IBk;Best First;no sensitive;no resample;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.75;0.00;0.00;IBk;Best First;no sensitive;no resample;1.00;1.00;547.00;1.00;0.50;0.50;1.00;0.50
SYNCOPE;4;0.80;0.00;0.01;IBk;Best First;no sensitive;no resample;1.00;1.00;544.00;4.00;0.50;0.20;0.95;0.28
SYNCOPE;5;0.83;0.00;0.13;IBk;Best First;no sensitive;no resample;3.00;3.00;477.00;69.00;0.50;0.04;0.74;0.06
SYNCOPE;6;0.86;0.03;0.07;IBk;Best First;no sensitive;no resample;1.00;29.00;491.00;38.00;0.03;0.03;0.62;-0.03
SYNCOPE;7;0.87;0.03;0.07;IBk;Best First;no sensitive;no resample;6.00;5.00;515.00;33.00;0.55;0.15;0.60;0.22
SYNCOPE;8;0.86;0.04;0.04;IBk;Best First;no sensitive;no resample;0.00;2.00;706.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;9;0.90;0.04;0.05;IBk;Best First;no sensitive;no resample;2.00;0.00;532.00;24.00;1.00;0.08;0.39;0.14
SYNCOPE;10;0.89;0.04;0.04;IBk;Best First;no sensitive;no resample;2.00;8.00;698.00;28.00;0.20;0.07;0.52;0.08
SYNCOPE;11;0.90;0.04;0.04;IBk;Best First;no sensitive;no resample;0.00;0.00;712.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;12;0.91;0.04;0.48;IBk;Best First;no sensitive;no resample;1.00;1.00;388.00;353.00;0.50;0.00;0.49;0.00
SYNCOPE;13;0.91;0.08;0.62;IBk;Best First;no sensitive;no resample;14.00;9.00;274.00;451.00;0.61;0.03;0.75;-0.00
SYNCOPE;14;0.92;0.13;0.70;IBk;Best First;no sensitive;no resample;466.00;40.00;187.00;68.00;0.92;0.87;0.87;0.67
SYNCOPE;15;0.93;0.17;0.04;IBk;Best First;no sensitive;no resample;32.00;517.00;212.00;0.00;0.06;1.00;0.66;0.03
SYNCOPE;16;0.95;0.16;0.03;IBk;Best First;no sensitive;no resample;1.00;1.00;544.00;14.00;0.50;0.07;0.64;0.11
SYNCOPE;17;0.93;0.16;0.72;IBk;Best First;no sensitive;no resample;13.00;0.00;214.00;536.00;1.00;0.02;0.73;0.01
SYNCOPE;18;0.94;0.19;0.62;IBk;Best First;no sensitive;no resample;1.00;1.00;292.00;469.00;0.50;0.00;0.24;-0.00
SYNCOPE;19;0.93;0.22;0.81;IBk;Best First;no sensitive;no resample;561.00;1.00;168.00;143.00;1.00;0.80;0.86;0.60
SYNCOPE;20;0.94;0.26;0.82;IBk;Best First;no sensitive;no resample;709.00;0.00;165.00;19.00;1.00;0.97;0.99;0.93
SYNCOPE;21;0.94;0.29;0.13;IBk;Best First;no sensitive;no resample;88.00;638.00;142.00;31.00;0.12;0.74;0.35;-0.02
SYNCOPE;22;0.94;0.28;0.99;IBk;Best First;no sensitive;no resample;889.00;13.00;0.00;0.00;0.99;1.00;0.00;0.00
SYNCOPE;23;0.95;0.32;0.99;IBk;Best First;no sensitive;no resample;890.00;0.00;5.00;9.00;1.00;0.99;0.99;0.52
SYNCOPE;24;0.95;0.36;1.00;IBk;Best First;no sensitive;no resample;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.95;0.39;0.03;IBk;Best First;no sensitive;no resample;23.00;889.00;0.00;0.00;0.03;1.00;0.23;0.00
SYNCOPE;26;0.93;0.37;0.01;IBk;Best First;no sensitive;no resample;12.00;1311.00;114.00;1.00;0.01;0.92;0.50;0.00
SYNCOPE;27;0.93;0.35;0.01;IBk;Best First;no sensitive;no resample;0.00;102.00;1467.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.93;0.32;0.01;IBk;Best First;no sensitive;no resample;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.93;0.30;0.07;IBk;Best First;no sensitive;no resample;7.00;32.00;1561.00;111.00;0.18;0.06;0.37;0.06
SYNCOPE;30;0.93;0.29;0.01;IBk;Best First;no sensitive;no resample;1.00;65.00;1672.00;13.00;0.02;0.07;0.45;0.01
MEAN;;;;;;;;;154.33;122.30;512.73;83.57;0.42;0.35;0.50;0.17
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.50;0.00;0.00;IBk;Best First;threshold;no resample;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.00;0.00;IBk;Best First;threshold;no resample;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.75;0.00;0.00;IBk;Best First;threshold;no resample;1.00;1.00;547.00;1.00;0.50;0.50;0.75;0.50
SYNCOPE;4;0.80;0.00;0.01;IBk;Best First;threshold;no resample;0.00;0.00;545.00;5.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.83;0.00;0.13;IBk;Best First;threshold;no resample;1.00;2.00;478.00;71.00;0.33;0.01;0.50;0.02
SYNCOPE;6;0.86;0.03;0.07;IBk;Best First;threshold;no resample;1.00;20.00;500.00;38.00;0.05;0.03;0.49;-0.02
SYNCOPE;7;0.87;0.03;0.07;IBk;Best First;threshold;no resample;6.00;5.00;515.00;33.00;0.55;0.15;0.57;0.22
SYNCOPE;8;0.86;0.04;0.04;IBk;Best First;threshold;no resample;0.00;2.00;706.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;9;0.90;0.04;0.05;IBk;Best First;threshold;no resample;2.00;0.00;532.00;24.00;1.00;0.08;0.54;0.14
SYNCOPE;10;0.89;0.04;0.04;IBk;Best First;threshold;no resample;2.00;8.00;698.00;28.00;0.20;0.07;0.53;0.08
SYNCOPE;11;0.90;0.04;0.04;IBk;Best First;threshold;no resample;0.00;0.00;712.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;12;0.91;0.04;0.48;IBk;Best First;threshold;no resample;1.00;0.00;389.00;353.00;1.00;0.00;0.50;0.00
SYNCOPE;13;0.91;0.08;0.62;IBk;Best First;threshold;no resample;13.00;9.00;274.00;452.00;0.59;0.03;0.50;-0.00
SYNCOPE;14;0.92;0.13;0.70;IBk;Best First;threshold;no resample;462.00;25.00;202.00;72.00;0.95;0.87;0.88;0.71
SYNCOPE;15;0.93;0.17;0.04;IBk;Best First;threshold;no resample;32.00;508.00;221.00;0.00;0.06;1.00;0.65;0.04
SYNCOPE;16;0.95;0.16;0.03;IBk;Best First;threshold;no resample;1.00;1.00;544.00;14.00;0.50;0.07;0.53;0.11
SYNCOPE;17;0.93;0.16;0.72;IBk;Best First;threshold;no resample;7.00;0.00;214.00;542.00;1.00;0.01;0.51;0.01
SYNCOPE;18;0.94;0.19;0.62;IBk;Best First;threshold;no resample;1.00;1.00;292.00;469.00;0.50;0.00;0.50;-0.00
SYNCOPE;19;0.93;0.22;0.81;IBk;Best First;threshold;no resample;559.00;1.00;168.00;145.00;1.00;0.79;0.89;0.60
SYNCOPE;20;0.94;0.26;0.82;IBk;Best First;threshold;no resample;673.00;0.00;165.00;55.00;1.00;0.92;0.96;0.82
SYNCOPE;21;0.94;0.29;0.13;IBk;Best First;threshold;no resample;86.00;624.00;156.00;33.00;0.12;0.72;0.46;-0.02
SYNCOPE;22;0.94;0.28;0.99;IBk;Best First;threshold;no resample;889.00;13.00;0.00;0.00;0.99;1.00;0.50;0.00
SYNCOPE;23;0.95;0.32;0.99;IBk;Best First;threshold;no resample;890.00;0.00;5.00;9.00;1.00;0.99;0.99;0.52
SYNCOPE;24;0.95;0.36;1.00;IBk;Best First;threshold;no resample;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.95;0.39;0.03;IBk;Best First;threshold;no resample;23.00;889.00;0.00;0.00;0.03;1.00;0.50;0.00
SYNCOPE;26;0.93;0.37;0.01;IBk;Best First;threshold;no resample;12.00;1311.00;114.00;1.00;0.01;0.92;0.50;0.00
SYNCOPE;27;0.93;0.35;0.01;IBk;Best First;threshold;no resample;0.00;100.00;1469.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.93;0.32;0.01;IBk;Best First;threshold;no resample;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.93;0.30;0.07;IBk;Best First;threshold;no resample;7.00;16.00;1577.00;111.00;0.30;0.06;0.52;0.08
SYNCOPE;30;0.93;0.29;0.01;IBk;Best First;threshold;no resample;1.00;56.00;1681.00;13.00;0.02;0.07;0.52;0.02
MEAN;;;;;;;;;152.53;119.73;515.30;85.37;0.42;0.34;0.48;0.16
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.50;0.00;0.00;IBk;Best First;sensitive learning;no resample;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.00;0.00;IBk;Best First;sensitive learning;no resample;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.75;0.00;0.00;IBk;Best First;sensitive learning;no resample;1.00;1.00;547.00;1.00;0.50;0.50;1.00;0.50
SYNCOPE;4;0.80;0.00;0.01;IBk;Best First;sensitive learning;no resample;0.00;0.00;545.00;5.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.83;0.00;0.13;IBk;Best First;sensitive learning;no resample;1.00;2.00;478.00;71.00;0.33;0.01;0.74;0.02
SYNCOPE;6;0.86;0.03;0.07;IBk;Best First;sensitive learning;no resample;1.00;20.00;500.00;38.00;0.05;0.03;0.62;-0.02
SYNCOPE;7;0.87;0.03;0.07;IBk;Best First;sensitive learning;no resample;6.00;5.00;515.00;33.00;0.55;0.15;0.60;0.22
SYNCOPE;8;0.86;0.04;0.04;IBk;Best First;sensitive learning;no resample;0.00;2.00;706.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;9;0.90;0.04;0.05;IBk;Best First;sensitive learning;no resample;2.00;0.00;532.00;24.00;1.00;0.08;0.39;0.14
SYNCOPE;10;0.89;0.04;0.04;IBk;Best First;sensitive learning;no resample;2.00;8.00;698.00;28.00;0.20;0.07;0.52;0.08
SYNCOPE;11;0.90;0.04;0.04;IBk;Best First;sensitive learning;no resample;0.00;0.00;712.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;12;0.91;0.04;0.48;IBk;Best First;sensitive learning;no resample;1.00;0.00;389.00;353.00;1.00;0.00;0.49;0.00
SYNCOPE;13;0.91;0.08;0.62;IBk;Best First;sensitive learning;no resample;13.00;9.00;274.00;452.00;0.59;0.03;0.75;-0.00
SYNCOPE;14;0.92;0.13;0.70;IBk;Best First;sensitive learning;no resample;462.00;25.00;202.00;72.00;0.95;0.87;0.87;0.71
SYNCOPE;15;0.93;0.17;0.04;IBk;Best First;sensitive learning;no resample;32.00;508.00;221.00;0.00;0.06;1.00;0.66;0.04
SYNCOPE;16;0.95;0.16;0.03;IBk;Best First;sensitive learning;no resample;1.00;1.00;544.00;14.00;0.50;0.07;0.64;0.11
SYNCOPE;17;0.93;0.16;0.72;IBk;Best First;sensitive learning;no resample;7.00;0.00;214.00;542.00;1.00;0.01;0.73;0.01
SYNCOPE;18;0.94;0.19;0.62;IBk;Best First;sensitive learning;no resample;1.00;1.00;292.00;469.00;0.50;0.00;0.24;-0.00
SYNCOPE;19;0.93;0.22;0.81;IBk;Best First;sensitive learning;no resample;559.00;1.00;168.00;145.00;1.00;0.79;0.86;0.60
SYNCOPE;20;0.94;0.26;0.82;IBk;Best First;sensitive learning;no resample;682.00;0.00;165.00;46.00;1.00;0.94;0.99;0.85
SYNCOPE;21;0.94;0.29;0.13;IBk;Best First;sensitive learning;no resample;86.00;624.00;156.00;33.00;0.12;0.72;0.35;-0.02
SYNCOPE;22;0.94;0.28;0.99;IBk;Best First;sensitive learning;no resample;889.00;13.00;0.00;0.00;0.99;1.00;0.00;0.00
SYNCOPE;23;0.95;0.32;0.99;IBk;Best First;sensitive learning;no resample;890.00;0.00;5.00;9.00;1.00;0.99;0.99;0.52
SYNCOPE;24;0.95;0.36;1.00;IBk;Best First;sensitive learning;no resample;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.95;0.39;0.03;IBk;Best First;sensitive learning;no resample;23.00;889.00;0.00;0.00;0.03;1.00;0.23;0.00
SYNCOPE;26;0.93;0.37;0.01;IBk;Best First;sensitive learning;no resample;12.00;1311.00;114.00;1.00;0.01;0.92;0.50;0.00
SYNCOPE;27;0.93;0.35;0.01;IBk;Best First;sensitive learning;no resample;0.00;100.00;1469.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.93;0.32;0.01;IBk;Best First;sensitive learning;no resample;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.93;0.30;0.07;IBk;Best First;sensitive learning;no resample;7.00;16.00;1577.00;111.00;0.30;0.06;0.37;0.08
SYNCOPE;30;0.93;0.29;0.01;IBk;Best First;sensitive learning;no resample;1.00;56.00;1681.00;13.00;0.02;0.07;0.45;0.02
MEAN;;;;;;;;;152.83;119.73;515.30;85.07;0.42;0.34;0.47;0.16
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.67;0.50;0.00;IBk;Best First;no sensitive;Oversampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.80;0.50;0.00;IBk;Best First;no sensitive;Oversampling;2.00;1.00;546.00;0.00;0.67;1.00;1.00;0.80
SYNCOPE;3;0.86;0.50;0.00;IBk;Best First;no sensitive;Oversampling;2.00;2.00;546.00;0.00;0.50;1.00;1.00;0.67
SYNCOPE;4;0.89;0.50;0.01;IBk;Best First;no sensitive;Oversampling;0.00;0.00;545.00;5.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.91;0.50;0.13;IBk;Best First;no sensitive;Oversampling;4.00;2.00;478.00;68.00;0.67;0.06;0.72;0.08
SYNCOPE;6;0.92;0.50;0.07;IBk;Best First;no sensitive;Oversampling;24.00;67.00;453.00;15.00;0.26;0.62;0.78;0.30
SYNCOPE;7;0.93;0.50;0.07;IBk;Best First;no sensitive;Oversampling;8.00;9.00;511.00;31.00;0.47;0.21;0.73;0.25
SYNCOPE;8;0.92;0.50;0.04;IBk;Best First;no sensitive;Oversampling;1.00;0.00;708.00;26.00;1.00;0.04;0.52;0.07
SYNCOPE;9;0.95;0.50;0.05;IBk;Best First;no sensitive;Oversampling;3.00;21.00;511.00;23.00;0.13;0.12;0.61;0.08
SYNCOPE;10;0.94;0.50;0.04;IBk;Best First;no sensitive;Oversampling;3.00;14.00;692.00;27.00;0.18;0.10;0.62;0.10
SYNCOPE;11;0.94;0.50;0.04;IBk;Best First;no sensitive;Oversampling;4.00;18.00;694.00;23.00;0.18;0.15;0.58;0.13
SYNCOPE;12;0.95;0.50;0.48;IBk;Best First;no sensitive;Oversampling;2.00;1.00;388.00;352.00;0.67;0.01;0.63;0.00
SYNCOPE;13;0.95;0.50;0.62;IBk;Best First;no sensitive;Oversampling;102.00;34.00;249.00;363.00;0.75;0.22;0.55;0.08
SYNCOPE;14;0.95;0.50;0.70;IBk;Best First;no sensitive;Oversampling;487.00;114.00;113.00;47.00;0.81;0.91;0.85;0.45
SYNCOPE;15;0.95;0.50;0.04;IBk;Best First;no sensitive;Oversampling;32.00;569.00;160.00;0.00;0.05;1.00;0.65;0.02
SYNCOPE;16;0.97;0.50;0.03;IBk;Best First;no sensitive;Oversampling;0.00;1.00;544.00;15.00;0.00;0.00;0.00;0.00
SYNCOPE;17;0.96;0.50;0.72;IBk;Best First;no sensitive;Oversampling;21.00;0.00;214.00;528.00;1.00;0.04;0.61;0.02
SYNCOPE;18;0.96;0.50;0.62;IBk;Best First;no sensitive;Oversampling;20.00;67.00;226.00;450.00;0.23;0.04;0.44;-0.15
SYNCOPE;19;0.96;0.50;0.81;IBk;Best First;no sensitive;Oversampling;669.00;2.00;167.00;35.00;1.00;0.95;0.95;0.87
SYNCOPE;20;0.96;0.50;0.82;IBk;Best First;no sensitive;Oversampling;725.00;0.00;165.00;3.00;1.00;1.00;1.00;0.99
SYNCOPE;21;0.96;0.50;0.13;IBk;Best First;no sensitive;Oversampling;90.00;643.00;137.00;29.00;0.12;0.76;0.36;-0.02
SYNCOPE;22;0.96;0.50;0.99;IBk;Best First;no sensitive;Oversampling;889.00;13.00;0.00;0.00;0.99;1.00;0.00;0.00
SYNCOPE;23;0.96;0.50;0.99;IBk;Best First;no sensitive;Oversampling;890.00;0.00;5.00;9.00;1.00;0.99;0.99;0.52
SYNCOPE;24;0.96;0.50;1.00;IBk;Best First;no sensitive;Oversampling;907.00;4.00;0.00;0.00;1.00;1.00;0.00;0.00
SYNCOPE;25;0.96;0.50;0.03;IBk;Best First;no sensitive;Oversampling;23.00;889.00;0.00;0.00;0.03;1.00;0.43;0.00
SYNCOPE;26;0.94;0.50;0.01;IBk;Best First;no sensitive;Oversampling;2.00;272.00;1153.00;11.00;0.01;0.15;0.51;-0.00
SYNCOPE;27;0.94;0.50;0.01;IBk;Best First;no sensitive;Oversampling;0.00;139.00;1430.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.95;0.50;0.01;IBk;Best First;no sensitive;Oversampling;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.95;0.50;0.07;IBk;Best First;no sensitive;Oversampling;0.00;9.00;1584.00;118.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.95;0.50;0.01;IBk;Best First;no sensitive;Oversampling;2.00;63.00;1674.00;12.00;0.03;0.14;0.52;0.04
MEAN;;;;;;;;;163.73;98.47;536.57;74.17;0.42;0.42;0.50;0.18
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.67;0.50;0.00;IBk;Best First;threshold;Oversampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.80;0.50;0.00;IBk;Best First;threshold;Oversampling;2.00;1.00;546.00;0.00;0.67;1.00;1.00;0.80
SYNCOPE;3;0.86;0.50;0.00;IBk;Best First;threshold;Oversampling;2.00;2.00;546.00;0.00;0.50;1.00;1.00;0.67
SYNCOPE;4;0.89;0.50;0.01;IBk;Best First;threshold;Oversampling;0.00;0.00;545.00;5.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.91;0.50;0.13;IBk;Best First;threshold;Oversampling;4.00;2.00;478.00;68.00;0.67;0.06;0.53;0.08
SYNCOPE;6;0.92;0.50;0.07;IBk;Best First;threshold;Oversampling;24.00;67.00;453.00;15.00;0.26;0.62;0.74;0.30
SYNCOPE;7;0.93;0.50;0.07;IBk;Best First;threshold;Oversampling;8.00;9.00;511.00;31.00;0.47;0.21;0.59;0.25
SYNCOPE;8;0.92;0.50;0.04;IBk;Best First;threshold;Oversampling;1.00;0.00;708.00;26.00;1.00;0.04;0.52;0.07
SYNCOPE;9;0.95;0.50;0.05;IBk;Best First;threshold;Oversampling;3.00;12.00;520.00;23.00;0.20;0.12;0.55;0.12
SYNCOPE;10;0.94;0.50;0.04;IBk;Best First;threshold;Oversampling;3.00;14.00;692.00;27.00;0.18;0.10;0.54;0.10
SYNCOPE;11;0.94;0.50;0.04;IBk;Best First;threshold;Oversampling;4.00;17.00;695.00;23.00;0.19;0.15;0.56;0.14
SYNCOPE;12;0.95;0.50;0.48;IBk;Best First;threshold;Oversampling;2.00;0.00;389.00;352.00;1.00;0.01;0.50;0.01
SYNCOPE;13;0.95;0.50;0.62;IBk;Best First;threshold;Oversampling;44.00;9.00;274.00;421.00;0.83;0.09;0.53;0.05
SYNCOPE;14;0.95;0.50;0.70;IBk;Best First;threshold;Oversampling;474.00;50.00;177.00;60.00;0.90;0.89;0.83;0.66
SYNCOPE;15;0.95;0.50;0.04;IBk;Best First;threshold;Oversampling;32.00;534.00;195.00;0.00;0.06;1.00;0.63;0.03
SYNCOPE;16;0.97;0.50;0.03;IBk;Best First;threshold;Oversampling;0.00;1.00;544.00;15.00;0.00;0.00;0.00;0.00
SYNCOPE;17;0.96;0.50;0.72;IBk;Best First;threshold;Oversampling;18.00;0.00;214.00;531.00;1.00;0.03;0.52;0.02
SYNCOPE;18;0.96;0.50;0.62;IBk;Best First;threshold;Oversampling;19.00;67.00;226.00;451.00;0.22;0.04;0.41;-0.15
SYNCOPE;19;0.96;0.50;0.81;IBk;Best First;threshold;Oversampling;668.00;2.00;167.00;36.00;1.00;0.95;0.97;0.87
SYNCOPE;20;0.96;0.50;0.82;IBk;Best First;threshold;Oversampling;725.00;0.00;165.00;3.00;1.00;1.00;1.00;0.99
SYNCOPE;21;0.96;0.50;0.13;IBk;Best First;threshold;Oversampling;88.00;633.00;147.00;31.00;0.12;0.74;0.46;-0.02
SYNCOPE;22;0.96;0.50;0.99;IBk;Best First;threshold;Oversampling;889.00;13.00;0.00;0.00;0.99;1.00;0.50;0.00
SYNCOPE;23;0.96;0.50;0.99;IBk;Best First;threshold;Oversampling;890.00;0.00;5.00;9.00;1.00;0.99;0.99;0.52
SYNCOPE;24;0.96;0.50;1.00;IBk;Best First;threshold;Oversampling;907.00;4.00;0.00;0.00;1.00;1.00;0.50;0.00
SYNCOPE;25;0.96;0.50;0.03;IBk;Best First;threshold;Oversampling;23.00;889.00;0.00;0.00;0.03;1.00;0.50;0.00
SYNCOPE;26;0.94;0.50;0.01;IBk;Best First;threshold;Oversampling;2.00;255.00;1170.00;11.00;0.01;0.15;0.49;-0.00
SYNCOPE;27;0.94;0.50;0.01;IBk;Best First;threshold;Oversampling;0.00;135.00;1434.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.95;0.50;0.01;IBk;Best First;threshold;Oversampling;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.95;0.50;0.07;IBk;Best First;threshold;Oversampling;0.00;5.00;1588.00;118.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.95;0.50;0.01;IBk;Best First;threshold;Oversampling;0.00;27.00;1710.00;14.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;;161.07;91.60;543.43;76.83;0.44;0.41;0.50;0.18
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.67;0.50;0.00;IBk;Best First;sensitive learning;Oversampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.80;0.50;0.00;IBk;Best First;sensitive learning;Oversampling;2.00;1.00;546.00;0.00;0.67;1.00;1.00;0.80
SYNCOPE;3;0.86;0.50;0.00;IBk;Best First;sensitive learning;Oversampling;2.00;2.00;546.00;0.00;0.50;1.00;1.00;0.67
SYNCOPE;4;0.89;0.50;0.01;IBk;Best First;sensitive learning;Oversampling;0.00;0.00;545.00;5.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.91;0.50;0.13;IBk;Best First;sensitive learning;Oversampling;4.00;2.00;478.00;68.00;0.67;0.06;0.72;0.08
SYNCOPE;6;0.92;0.50;0.07;IBk;Best First;sensitive learning;Oversampling;24.00;67.00;453.00;15.00;0.26;0.62;0.78;0.30
SYNCOPE;7;0.93;0.50;0.07;IBk;Best First;sensitive learning;Oversampling;8.00;9.00;511.00;31.00;0.47;0.21;0.73;0.25
SYNCOPE;8;0.92;0.50;0.04;IBk;Best First;sensitive learning;Oversampling;1.00;0.00;708.00;26.00;1.00;0.04;0.52;0.07
SYNCOPE;9;0.95;0.50;0.05;IBk;Best First;sensitive learning;Oversampling;3.00;12.00;520.00;23.00;0.20;0.12;0.61;0.12
SYNCOPE;10;0.94;0.50;0.04;IBk;Best First;sensitive learning;Oversampling;3.00;14.00;692.00;27.00;0.18;0.10;0.62;0.10
SYNCOPE;11;0.94;0.50;0.04;IBk;Best First;sensitive learning;Oversampling;4.00;17.00;695.00;23.00;0.19;0.15;0.58;0.14
SYNCOPE;12;0.95;0.50;0.48;IBk;Best First;sensitive learning;Oversampling;2.00;0.00;389.00;352.00;1.00;0.01;0.63;0.01
SYNCOPE;13;0.95;0.50;0.62;IBk;Best First;sensitive learning;Oversampling;46.00;9.00;274.00;419.00;0.84;0.10;0.55;0.05
SYNCOPE;14;0.95;0.50;0.70;IBk;Best First;sensitive learning;Oversampling;475.00;55.00;172.00;59.00;0.90;0.89;0.85;0.64
SYNCOPE;15;0.95;0.50;0.04;IBk;Best First;sensitive learning;Oversampling;32.00;534.00;195.00;0.00;0.06;1.00;0.65;0.03
SYNCOPE;16;0.97;0.50;0.03;IBk;Best First;sensitive learning;Oversampling;0.00;1.00;544.00;15.00;0.00;0.00;0.00;0.00
SYNCOPE;17;0.96;0.50;0.72;IBk;Best First;sensitive learning;Oversampling;18.00;0.00;214.00;531.00;1.00;0.03;0.61;0.02
SYNCOPE;18;0.96;0.50;0.62;IBk;Best First;sensitive learning;Oversampling;19.00;67.00;226.00;451.00;0.22;0.04;0.44;-0.15
